mptp 0.2.4_linux_x86_64, 4GB RAM, 2 cores
https://github.com/Pas-Kapli/mptp

Parsing tree file...
Loaded unrooted tree...
Converting to rooted tree...
Selected YK171 as outgroup based on longest tip-branch criterion

MCMC run 0...
Computing initial delimitation...
Null model log-likelihood: 186.983247
378000 Log-L: 251.403826
379000 Log-L: 251.403826
380000 Log-L: 258.318665
381000 Log-L: 251.403826
382000 Log-L: 251.403826
383000 Log-L: 253.745497
384000 Log-L: 259.301980
385000 Log-L: 253.745497
386000 Log-L: 258.253903
387000 Log-L: 253.745497
388000 Log-L: 251.403826
389000 Log-L: 258.287584
390000 Log-L: 253.745497
391000 Log-L: 258.287276
392000 Log-L: 259.301980
393000 Log-L: 253.745497
394000 Log-L: 258.287276
395000 Log-L: 258.287276
396000 Log-L: 251.403826
397000 Log-L: 251.403826
398000 Log-L: 253.745497
399000 Log-L: 253.745497
400000 Log-L: 259.301980
401000 Log-L: 251.403826
402000 Log-L: 251.403826
403000 Log-L: 258.250437
404000 Log-L: 258.318665
405000 Log-L: 251.403826
406000 Log-L: 251.403826
407000 Log-L: 258.253903
408000 Log-L: 251.403826
409000 Log-L: 258.075984
410000 Log-L: 258.075984
411000 Log-L: 258.318665
412000 Log-L: 253.745497
413000 Log-L: 251.403826
414000 Log-L: 251.403826
415000 Log-L: 253.745497
416000 Log-L: 251.403826
417000 Log-L: 253.745497
418000 Log-L: 259.301980
419000 Log-L: 253.745497
420000 Log-L: 258.250437
421000 Log-L: 259.301980
422000 Log-L: 251.403826
423000 Log-L: 259.301980
424000 Log-L: 253.745497
425000 Log-L: 258.287276
426000 Log-L: 258.318665
427000 Log-L: 258.287584
428000 Log-L: 258.250437
429000 Log-L: 253.745497
430000 Log-L: 253.745497
431000 Log-L: 258.287584
432000 Log-L: 251.403826
433000 Log-L: 258.075984
434000 Log-L: 258.287584
435000 Log-L: 253.745497
436000 Log-L: 251.403826
437000 Log-L: 251.403826
438000 Log-L: 251.403826
439000 Log-L: 258.318665
440000 Log-L: 258.287584
441000 Log-L: 253.745497
442000 Log-L: 258.250437
443000 Log-L: 253.745497
444000 Log-L: 251.403826
445000 Log-L: 251.403826
446000 Log-L: 258.287276
447000 Log-L: 258.287584
448000 Log-L: 251.403826
449000 Log-L: 258.075984
450000 Log-L: 251.403826
451000 Log-L: 253.745497
452000 Log-L: 258.318665
453000 Log-L: 251.403826
454000 Log-L: 258.287584
455000 Log-L: 251.403826
456000 Log-L: 258.287276
457000 Log-L: 251.403826
458000 Log-L: 251.403826
459000 Log-L: 251.403826
460000 Log-L: 253.745497
461000 Log-L: 258.253903
462000 Log-L: 258.075984
463000 Log-L: 258.318665
464000 Log-L: 251.403826
465000 Log-L: 253.745497
466000 Log-L: 258.250437
467000 Log-L: 251.403826
468000 Log-L: 251.403826
469000 Log-L: 258.318665
470000 Log-L: 258.250437
471000 Log-L: 251.403826
472000 Log-L: 252.274948
473000 Log-L: 251.403826
474000 Log-L: 251.403826
475000 Log-L: 258.287584
476000 Log-L: 258.287276
477000 Log-L: 258.287584
478000 Log-L: 259.301980
479000 Log-L: 251.403826
480000 Log-L: 258.075984
481000 Log-L: 258.287276
482000 Log-L: 258.250437
483000 Log-L: 251.403826
484000 Log-L: 251.WARNING: delimit was not compiled with libgsl. Likelihood ratio test disabled.
403826
485000 Log-L: 259.301980
486000 Log-L: 258.075984
487000 Log-L: 253.745497
488000 Log-L: 258.287276
489000 Log-L: 258.287584
490000 Log-L: 258.287276
491000 Log-L: 258.287584
492000 Log-L: 251.403826
493000 Log-L: 258.287276
494000 Log-L: 253.745497
495000 Log-L: 253.745497
496000 Log-L: 258.075984
497000 Log-L: 253.745497
498000 Log-L: 258.253903
499000 Log-L: 251.403826
500000 Log-L: 258.287584
Minimum log-likelihood observed in mcmc run: 244.537734
Maximum log-likelihood observed in mcmc run: 260.691570
CCI (8,10)
HPD (8,8) (10,10) 
Statistics written in output.txt.12345.stats ...
Creating tree with support values in output.txt.12345.tree ...
Creating SVG delimitation file output.txt.12345.svg ...
Number of edges greater than minimum branch length: 68 / 168
Score Null Model: 186.983247
Best score for multi coalescent rate: 260.691570
Writing delimitation file output.txt.txt ...
Number of delimited species: 9
ML average support based on run with seed 12345 : 0.93672117361170171
Average standard deviation of support values among runs: 0.000000
Creating tree with combined support values in output.txt.12345.combined.tree ...
Creating SVG delimitation file output.txt.12345.svg ...
Done...
