mptp 0.2.4_linux_x86_64, 4GB RAM, 2 cores
https://github.com/Pas-Kapli/mptp

Parsing tree file...
Loaded unrooted tree...
Converting to rooted tree...
Selected YK171_Paraxerus as outgroup based on longest tip-branch criterion

MCMC run 0...
Computing initial delimitation...
Null model log-likelihood: 178.274151
281000 Log-L: 242.035459
282000 Log-L: 240.350884
283000 Log-L: 240.350884
284000 Log-L: 242.035459
285000 Log-L: 242.035459
286000 Log-L: 247.095609
287000 Log-L: 242.035459
288000 Log-L: 247.228362
289000 Log-L: 240.350884
290000 Log-L: 247.093717
291000 Log-L: 247.156341
292000 Log-L: 247.130845
293000 Log-L: 247.156341
294000 Log-L: 240.350884
295000 Log-L: 242.035459
296000 Log-L: 247.156341
297000 Log-L: 242.035459
298000 Log-L: 242.035459
299000 Log-L: 247.093717
300000 Log-L: 247.228362
301000 Log-L: 242.035459
302000 Log-L: 240.350884
303000 Log-L: 242.035459
304000 Log-L: 242.035459
305000 Log-L: 248.134391
306000 Log-L: 240.350884
307000 Log-L: 247.156341
308000 Log-L: 242.035459
309000 Log-L: 240.350884
310000 Log-L: 248.134391
311000 Log-L: 240.350884
312000 Log-L: 247.228362
313000 Log-L: 247.156341
314000 Log-L: 242.035459
315000 Log-L: 247.156341
316000 Log-L: 247.130845
317000 Log-L: 242.035459
318000 Log-L: 240.350884
319000 Log-L: 248.134391
320000 Log-L: 248.134391
321000 Log-L: 240.350884
322000 Log-L: 247.095609
323000 Log-L: 240.350884
324000 Log-L: 240.350884
325000 Log-L: 242.035459
326000 Log-L: 247.228362
327000 Log-L: 247.228362
328000 Log-L: 240.350884
329000 Log-L: 242.035459
330000 Log-L: 242.035459
331000 Log-L: 248.134391
332000 Log-L: 240.350884
333000 Log-L: 247.130845
334000 Log-L: 247.095609
335000 Log-L: 242.035459
336000 Log-L: 240.350884
337000 Log-L: 247.156341
338000 Log-L: 248.134391
339000 Log-L: 240.350884
340000 Log-L: 247.095609
341000 Log-L: 247.130845
342000 Log-L: 242.035459
343000 Log-L: 240.350884
344000 Log-L: 247.122934
345000 Log-L: 240.350884
346000 Log-L: 247.156341
347000 Log-L: 240.350884
348000 Log-L: 247.130845
349000 Log-L: 242.035459
350000 Log-L: 242.035459
351000 Log-L: 247.130845
352000 Log-L: 242.035459
353000 Log-L: 240.350884
354000 Log-L: 247.228362
355000 Log-L: 240.350884
356000 Log-L: 247.156341
357000 Log-L: 247.093717
358000 Log-L: 247.228362
359000 Log-L: 247.228362
360000 Log-L: 242.035459
361000 Log-L: 242.035459
362000 Log-L: 247.228362
363000 Log-L: 247.093717
364000 Log-L: 247.093717
365000 Log-L: 240.350884
366000 Log-L: 242.035459
367000 Log-L: 240.350884
368000 Log-L: 247.156341
369000 Log-L: 242.035459
370000 Log-L: 242.035459
371000 Log-L: 247.095609
372000 Log-L: 240.350884
373000 Log-L: 247.130845
374000 Log-L: 242.035459
375000 Log-L: 247.095609
376000 Log-L: 247.156341
377000 Log-L: 242.035459
378000 Log-L: 242.035459
379000 Log-L: 240.350884
380000 Log-L: 248.134391
381000 Log-L: 247.095609
382000 Log-L: 247.122934
383000 Log-L: 247.228362
384000 Log-L: 247.122934
385000 Log-L: 247.156341
386000 Log-L: 240.350884
387000 Log-L: 247.093717
388000 Log-L: 247.130845
389000 Log-L: 247.093717
390000 Log-L: 240.350884
391000 Log-L: 240.350884
392000 Log-L: 248.134391
393000 Log-L: 247.093717
394000 Log-L: 247.093717
395000 Log-L: 240.350884
396000 Log-L: 247.156341
397000 Log-L: 247.156341
398000 Log-L: 247.122934
399000 Log-L: 247.095609
400000 Log-L: 247.156341
401000 Log-L: 242.035459
402000 Log-L: 240.350884
403000 Log-L: 248.134391
404000 Log-L: 247.095609
405000 Log-L: 247.095609
406000 Log-L: 247.156341
407000 Log-L: 242.035459
408000 Log-L: 247.093717
409000 Log-L: 242.035459
410000 Log-L: 242.035459
411000 Log-L: 240.350884
412000 Log-L: 242.035459
413000 Log-L: 240.350884
414000 Log-L: 247.130845
415000 Log-L: 240.350884
416000 Log-L: 247.156341
417000 Log-L: 248.134391
418000 Log-L: 247.156341
419000 Log-L: 240.350884
420000 Log-L: 247.130845
