mptp 0.2.4_linux_x86_64, 4GB RAM, 2 cores
https://github.com/Pas-Kapli/mptp

Parsing tree file...
Loaded unrooted tree...
Converting to rooted tree...
Selected Funisciurus_lemniscatus_voucher_FMNH_222638_DRC_Bas_congo__ as outgroup based on longest tip-branch criterion

MCMC run 0...
Computing initial delimitation...
Null model log-likelihood: 248.319823
420000 Log-L: 344.046897
421000 Log-L: 341.539263
422000 Log-L: 336.579458
423000 Log-L: 341.579023
424000 Log-L: 334.916530
425000 Log-L: 341.534113
426000 Log-L: 339.965637
427000 Log-L: 341.494731
428000 Log-L: 341.822901
429000 Log-L: 338.469472
430000 Log-L: 338.469472
431000 Log-L: 342.031802
432000 Log-L: 340.994564
433000 Log-L: 341.579023
434000 Log-L: 341.822901
435000 Log-L: 334.007839
436000 Log-L: 335.827195
437000 Log-L: 335.699857
438000 Log-L: 334.007839
439000 Log-L: 341.579023
440000 Log-L: 342.031802
441000 Log-L: 338.469472
442000 Log-L: 343.934052
443000 Log-L: 340.994564
444000 Log-L: 340.994564
445000 Log-L: 336.579458
446000 Log-L: 341.822901
447000 Log-L: 341.579023
448000 Log-L: 340.994564
449000 Log-L: 341.579023
450000 Log-L: 336.579458
451000 Log-L: 336.579458
452000 Log-L: 341.539263
453000 Log-L: 340.994564
454000 Log-L: 341.534113
455000 Log-L: 341.072816
456000 Log-L: 341.783505
457000 Log-L: 340.994564
458000 Log-L: 340.165476
459000 Log-L: 336.579458
460000 Log-L: 336.510240
461000 Log-L: 338.837070
462000 Log-L: 338.815028
463000 Log-L: 339.103887
464000 Log-L: 338.291522
465000 Log-L: 338.385669
466000 Log-L: 338.820226
467000 Log-L: 332.293415
468000 Log-L: 341.194768
469000 Log-L: 338.815028
470000 Log-L: 341.556102
471000 Log-L: 340.165476
472000 Log-L: 338.573570
473000 Log-L: 340.994564
474000 Log-L: 332.293415
475000 Log-L: 340.165476
476000 Log-L: 341.194768
477000 Log-L: 338.090127
478000 Log-L: 340.165476
479000 Log-L: 343.934052
480000 Log-L: 343.934052
481000 Log-L: 341.691235
482000 Log-L: WARNING: delimit was not compiled with libgsl. Likelihood ratio test disabled.
343.934052
483000 Log-L: 340.994564
484000 Log-L: 336.579458
485000 Log-L: 343.934052
486000 Log-L: 338.820226
487000 Log-L: 335.827195
488000 Log-L: 338.860070
489000 Log-L: 339.103887
490000 Log-L: 337.194178
491000 Log-L: 344.046897
492000 Log-L: 340.994564
493000 Log-L: 341.822901
494000 Log-L: 335.827195
495000 Log-L: 335.827195
496000 Log-L: 338.860070
497000 Log-L: 335.827195
498000 Log-L: 338.797296
499000 Log-L: 338.385669
500000 Log-L: 341.194768
Minimum log-likelihood observed in mcmc run: 326.637437
Maximum log-likelihood observed in mcmc run: 344.046897
CCI (14,19)
HPD (14,19) 
Statistics written in output.txt.12345.stats ...
Creating tree with support values in output.txt.12345.tree ...
Creating SVG delimitation file output.txt.12345.svg ...
Number of edges greater than minimum branch length: 99 / 460
Score Null Model: 248.319823
Best score for multi coalescent rate: 343.934052
Writing delimitation file output.txt.txt ...
Number of delimited species: 17
ML average support based on run with seed 12345 : 0.93844891032998634
Average standard deviation of support values among runs: 0.000000
Creating tree with combined support values in output.txt.12345.combined.tree ...
Creating SVG delimitation file output.txt.12345.svg ...
Done...
